2,0,0,0
1.9962,0.087156,0,0.087266
1.9848,0.17365,0,0.17453
1.9659,0.25882,0,0.2618
1.9397,0.34202,0,0.34907
1.9063,0.42262,0,0.43633
1.866,0.5,0,0.5236
1.8192,0.57358,0,0.61087
1.766,0.64279,0,0.69813
1.7071,0.70711,0,0.7854
1.6428,0.76604,0,0.87266
1.5736,0.81915,0,0.95993
1.5,0.86603,0,1.0472
1.4226,0.90631,0,1.1345
1.342,0.93969,0,1.2217
1.2588,0.96593,0,1.309
1.1736,0.98481,0,1.3963
1.0872,0.99619,0,1.4835
1,1,0,1.5708
0.91284,0.99619,0,1.6581
0.82635,0.98481,0,1.7453
0.74118,0.96593,0,1.8326
0.65798,0.93969,0,1.9199
0.57738,0.90631,0,2.0071
0.5,0.86603,0,2.0944
0.42642,0.81915,0,2.1817
0.35721,0.76604,0,2.2689
0.29289,0.70711,0,2.3562
0.23396,0.64279,0,2.4435
0.18085,0.57358,0,2.5307
0.13397,0.5,0,2.618
0.093692,0.42262,0,2.7053
0.060307,0.34202,0,2.7925
0.034074,0.25882,0,2.8798
0.015192,0.17365,0,2.9671
0.0038053,0.087156,0,3.0543
0,1.2246e-16,0,3.1416
0.0038053,-0.087156,0,3.2289
0.015192,-0.17365,0,3.3161
0.034074,-0.25882,0,3.4034
0.060307,-0.34202,0,3.4907
0.093692,-0.42262,0,3.5779
0.13397,-0.5,0,3.6652
0.18085,-0.57358,0,3.7525
0.23396,-0.64279,0,3.8397
0.29289,-0.70711,0,3.927
0.35721,-0.76604,0,4.0143
0.42642,-0.81915,0,4.1015
0.5,-0.86603,0,4.1888
0.57738,-0.90631,0,4.2761
0.65798,-0.93969,0,4.3633
0.74118,-0.96593,0,4.4506
0.82635,-0.98481,0,4.5379
0.91284,-0.99619,0,4.6251
1,-1,0,4.7124
1.0872,-0.99619,0,4.7997
1.1736,-0.98481,0,4.8869
1.2588,-0.96593,0,4.9742
1.342,-0.93969,0,5.0615
1.4226,-0.90631,0,5.1487
1.5,-0.86603,0,5.236
1.5736,-0.81915,0,5.3233
1.6428,-0.76604,0,5.4105
1.7071,-0.70711,0,5.4978
1.766,-0.64279,0,5.5851
1.8192,-0.57358,0,5.6723
1.866,-0.5,0,5.7596
1.9063,-0.42262,0,5.8469
1.9397,-0.34202,0,5.9341
1.9659,-0.25882,0,6.0214
1.9848,-0.17365,0,6.1087
1.9962,-0.087156,0,6.1959
2,-2.4493e-16,0,6.2832
1.9924,0.17431,0.087266,0
1.981,0.2608,0.087266,0.087266
1.9621,0.34597,0.087266,0.17453
1.9359,0.42918,0.087266,0.2618
1.9025,0.50977,0.087266,0.34907
1.8622,0.58716,0.087266,0.43633
1.8153,0.66073,0.087266,0.5236
1.7622,0.72994,0.087266,0.61087
1.7033,0.79426,0.087266,0.69813
1.639,0.8532,0.087266,0.7854
1.5698,0.90631,0.087266,0.87266
1.4962,0.95318,0.087266,0.95993
1.4188,0.99346,0.087266,1.0472
1.3382,1.0268,0.087266,1.1345
1.255,1.0531,0.087266,1.2217
1.1698,1.072,0.087266,1.309
1.0834,1.0834,0.087266,1.3963
0.99619,1.0872,0.087266,1.4835
0.90904,1.0834,0.087266,1.5708
0.82255,1.072,0.087266,1.6581
0.73738,1.0531,0.087266,1.7453
0.65417,1.0268,0.087266,1.8326
0.57358,0.99346,0.087266,1.9199
0.49619,0.95318,0.087266,2.0071
0.42262,0.90631,0.087266,2.0944
0.35341,0.8532,0.087266,2.1817
0.28909,0.79426,0.087266,2.2689
0.23015,0.72994,0.087266,2.3562
0.17704,0.66073,0.087266,2.4435
0.13017,0.58716,0.087266,2.5307
0.089887,0.50977,0.087266,2.618
0.056502,0.42918,0.087266,2.7053
0.030269,0.34597,0.087266,2.7925
0.011387,0.2608,0.087266,2.8798
0,0.17431,0.087266,2.9671
-0.0038053,0.087156,0.087266,3.0543
0,2.2204e-16,0.087266,3.1416
0.011387,-0.086492,0.087266,3.2289
0.030269,-0.17166,0.087266,3.3161
0.056502,-0.25486,0.087266,3.4034
0.089887,-0.33546,0.087266,3.4907
0.13017,-0.41284,0.087266,3.5779
0.17704,-0.48642,0.087266,3.6652
0.23015,-0.55563,0.087266,3.7525
0.28909,-0.61995,0.087266,3.8397
0.35341,-0.67889,0.087266,3.927
0.42262,-0.732,0.087266,4.0143
0.49619,-0.77887,0.087266,4.1015
0.57358,-0.81915,0.087266,4.1888
0.65417,-0.85254,0.087266,4.2761
0.73738,-0.87877,0.087266,4.3633
0.82255,-0.89765,0.087266,4.4506
0.90904,-0.90904,0.087266,4.5379
0.99619,-0.91284,0.087266,4.6251
1.0834,-0.90904,0.087266,4.7124
1.1698,-0.89765,0.087266,4.7997
1.255,-0.87877,0.087266,4.8869
1.3382,-0.85254,0.087266,4.9742
1.4188,-0.81915,0.087266,5.0615
1.4962,-0.77887,0.087266,5.1487
1.5698,-0.732,0.087266,5.236
1.639,-0.67889,0.087266,5.3233
1.7033,-0.61995,0.087266,5.4105
1.7622,-0.55563,0.087266,5.4978
1.8153,-0.48642,0.087266,5.5851
1.8622,-0.41284,0.087266,5.6723
1.9025,-0.33546,0.087266,5.7596
1.9359,-0.25486,0.087266,5.8469
1.9621,-0.17166,0.087266,5.9341
1.981,-0.086492,0.087266,6.0214
