3,0,0,0,0
2.9848,0.17365,0,0,0.17453
2.9397,0.34202,0,0,0.34907
2.866,0.5,0,0,0.5236
2.766,0.64279,0,0,0.69813
2.6428,0.76604,0,0,0.87266
2.5,0.86603,0,0,1.0472
2.342,0.93969,0,0,1.2217
2.1736,0.98481,0,0,1.3963
2,1,0,0,1.5708
1.8264,0.98481,0,0,1.7453
1.658,0.93969,0,0,1.9199
1.5,0.86603,0,0,2.0944
1.3572,0.76604,0,0,2.2689
1.234,0.64279,0,0,2.4435
1.134,0.5,0,0,2.618
1.0603,0.34202,0,0,2.7925
1.0152,0.17365,0,0,2.9671
1,1.2246e-16,0,0,3.1416
1.0152,-0.17365,0,0,3.3161
1.0603,-0.34202,0,0,3.4907
1.134,-0.5,0,0,3.6652
1.234,-0.64279,0,0,3.8397
1.3572,-0.76604,0,0,4.0143
1.5,-0.86603,0,0,4.1888
1.658,-0.93969,0,0,4.3633
1.8264,-0.98481,0,0,4.5379
2,-1,0,0,4.7124
2.1736,-0.98481,0,0,4.8869
2.342,-0.93969,0,0,5.0615
2.5,-0.86603,0,0,5.236
2.6428,-0.76604,0,0,5.4105
2.766,-0.64279,0,0,5.5851
2.866,-0.5,0,0,5.7596
2.9397,-0.34202,0,0,5.9341
2.9848,-0.17365,0,0,6.1087
3,-2.4493e-16,0,0,6.2832
2.9696,0.3473,0,0.17453,0
2.9245,0.51567,0,0.17453,0.17453
2.8508,0.67365,0,0.17453,0.34907
2.7509,0.81644,0,0.17453,0.5236
2.6276,0.93969,0,0.17453,0.69813
2.4848,1.0397,0,0.17453,0.87266
2.3268,1.1133,0,0.17453,1.0472
2.1585,1.1585,0,0.17453,1.2217
1.9848,1.1736,0,0.17453,1.3963
1.8112,1.1585,0,0.17453,1.5708
1.6428,1.1133,0,0.17453,1.7453
1.4848,1.0397,0,0.17453,1.9199
1.342,0.93969,0,0.17453,2.0944
1.2188,0.81644,0,0.17453,2.2689
1.1188,0.67365,0,0.17453,2.4435
1.0451,0.51567,0,0.17453,2.618
1,0.3473,0,0.17453,2.7925
0.98481,0.17365,0,0.17453,2.9671
1,3.0531e-16,0,0.17453,3.1416
1.0451,-0.16837,0,0.17453,3.3161
1.1188,-0.32635,0,0.17453,3.4907
1.2188,-0.46914,0,0.17453,3.6652
1.342,-0.5924,0,0.17453,3.8397
1.4848,-0.69238,0,0.17453,4.0143
1.6428,-0.76604,0,0.17453,4.1888
1.8112,-0.81116,0,0.17453,4.3633
1.9848,-0.82635,0,0.17453,4.5379
2.1585,-0.81116,0,0.17453,4.7124
2.3268,-0.76604,0,0.17453,4.8869
2.4848,-0.69238,0,0.17453,5.0615
2.6276,-0.5924,0,0.17453,5.236
2.7509,-0.46914,0,0.17453,5.4105
2.8508,-0.32635,0,0.17453,5.5851
2.9245,-0.16837,0,0.17453,5.7596
2.9696,-5.5511e-17,0,0.17453,5.9341
2.9848,0.17365,0,0.17453,6.1087
2.9696,0.3473,0,0.17453,6.2832
2.8794,0.68404,0,0.34907,0
2.8057,0.84202,0,0.34907,0.17453
2.7057,0.98481,0,0.34907,0.34907
2.5825,1.1081,0,0.34907,0.5236
2.4397,1.208,0,0.34907,0.69813
2.2817,1.2817,0,0.34907,0.87266
2.1133,1.3268,0,0.34907,1.0472
1.9397,1.342,0,0.34907,1.2217
1.766,1.3268,0,0.34907,1.3963
1.5977,1.2817,0,0.34907,1.5708
1.4397,1.208,0,0.34907,1.7453
1.2969,1.1081,0,0.34907,1.9199
1.1736,0.98481,0,0.34907,2.0944
1.0737,0.84202,0,0.34907,2.2689
1,0.68404,0,0.34907,2.4435
0.95488,0.51567,0,0.34907,2.618
0.93969,0.34202,0,0.34907,2.7925
0.95488,0.16837,0,0.34907,2.9671
1,5.5511e-17,0,0.34907,3.1416
1.0737,-0.15798,0,0.34907,3.3161
1.1736,-0.30077,0,0.34907,3.4907
1.2969,-0.42402,0,0.34907,3.6652
1.4397,-0.52401,0,0.34907,3.8397
1.5977,-0.59767,0,0.34907,4.0143
1.766,-0.64279,0,0.34907,4.1888
1.9397,-0.65798,0,0.34907,4.3633
2.1133,-0.64279,0,0.34907,4.5379
2.2817,-0.59767,0,0.34907,4.7124
2.4397,-0.52401,0,0.34907,4.8869
2.5825,-0.42402,0,0.34907,5.0615
2.7057,-0.30077,0,0.34907,5.236
2.8057,-0.15798,0,0.34907,5.4105
2.8794,-7.2164e-16,0,0.34907,5.5851
2.9245,0.16837,0,0.34907,5.7596
2.9397,0.34202,0,0.34907,5.9341
2.9245,0.51567,0,0.34907,6.1087
2.8794,0.68404,0,0.34907,6.2832
2.7321,1,0,0.5236,0
2.6321,1.1428,0,0.5236,0.17453
2.5088,1.266,0,0.5236,0.34907
2.366,1.366,0,0.5236,0.5236
2.208,1.4397,0,0.5236,0.69813
2.0397,1.4848,0,0.5236,0.87266
1.866,1.5,0,0.5236,1.0472
1.6924,1.4848,0,0.5236,1.2217
1.524,1.4397,0,0.5236,1.3963
1.366,1.366,0,0.5236,1.5708
1.2232,1.266,0,0.5236,1.7453
1.1,1.1428,0,0.5236,1.9199
1,1,0,0.5236,2.0944
0.92633,0.84202,0,0.5236,2.2689
0.88122,0.67365,0,0.5236,2.4435
0.86603,0.5,0,0.5236,2.618
0.88122,0.32635,0,0.5236,2.7925
0.92633,0.15798,0,0.5236,2.9671
1,2.2204e-16,0,0.5236,3.1416
1.1,-0.14279,0,0.5236,3.3161
1.2232,-0.26604,0,0.5236,3.4907
1.366,-0.36603,0,0.5236,3.6652
1.524,-0.43969,0,0.5236,3.8397
1.6924,-0.48481,0,0.5236,4.0143
1.866,-0.5,0,0.5236,4.1888
2.0397,-0.48481,0,0.5236,4.3633
2.208,-0.43969,0,0.5236,4.5379
2.366,-0.36603,0,0.5236,4.7124
2.5088,-0.26604,0,0.5236,4.8869
2.6321,-0.14279,0,0.5236,5.0615
2.7321,2.7756e-16,0,0.5236,5.236
2.8057,0.15798,0,0.5236,5.4105
2.8508,0.32635,0,0.5236,5.5851
2.866,0.5,0,0.5236,5.7596
2.8508,0.67365,0,0.5236,5.9341
2.8057,0.84202,0,0.5236,6.1087
2.7321,1,0,0.5236,6.2832
2.5321,1.2856,0,0.69813,0
2.4088,1.4088,0,0.69813,0.17453
2.266,1.5088,0,0.69813,0.34907
2.1081,1.5825,0,0.69813,0.5236
1.9397,1.6276,0,0.69813,0.69813
1.766,1.6428,0,0.69813,0.87266
1.5924,1.6276,0,0.69813,1.0472
1.424,1.5825,0,0.69813,1.2217
1.266,1.5088,0,0.69813,1.3963
1.1233,1.4088,0,0.69813,1.5708
1,1.2856,0,0.69813,1.7453
0.90002,1.1428,0,0.69813,1.9199
0.82635,0.98481,0,0.69813,2.0944
0.78124,0.81644,0,0.69813,2.2689
0.76604,0.64279,0,0.69813,2.4435
0.78124,0.46914,0,0.69813,2.618
0.82635,0.30077,0,0.69813,2.7925
0.90002,0.14279,0,0.69813,2.9671
1,0,0,0.69813,3.1416
1.1233,-0.12326,0,0.69813,3.3161
1.266,-0.22324,0,0.69813,3.4907
1.424,-0.29691,0,0.69813,3.6652
1.5924,-0.34202,0,0.69813,3.8397
1.766,-0.35721,0,0.69813,4.0143
1.9397,-0.34202,0,0.69813,4.1888
2.1081,-0.29691,0,0.69813,4.3633
2.266,-0.22324,0,0.69813,4.5379
2.4088,-0.12326,0,0.69813,4.7124
2.5321,-3.3307e-16,0,0.69813,4.8869
2.6321,0.14279,0,0.69813,5.0615
2.7057,0.30077,0,0.69813,5.236
2.7509,0.46914,0,0.69813,5.4105
2.766,0.64279,0,0.69813,5.5851
2.7509,0.81644,0,0.69813,5.7596
2.7057,0.98481,0,0.69813,5.9341
2.6321,1.1428,0,0.69813,6.1087
2.5321,1.2856,0,0.69813,6.2832
2.2856,1.5321,0,0.87266,0
2.1428,1.6321,0,0.87266,0.17453
1.9848,1.7057,0,0.87266,0.34907
1.8164,1.7509,0,0.87266,0.5236
1.6428,1.766,0,0.87266,0.69813
1.4691,1.7509,0,0.87266,0.87266
1.3008,1.7057,0,0.87266,1.0472
1.1428,1.6321,0,0.87266,1.2217
1,1.5321,0,0.87266,1.3963
0.87674,1.4088,0,0.87266,1.5708
0.77676,1.266,0,0.87266,1.7453
0.70309,1.1081,0,0.87266,1.9199
0.65798,0.93969,0,0.87266,2.0944
0.64279,0.76604,0,0.87266,2.2689
0.65798,0.5924,0,0.87266,2.4435
0.70309,0.42402,0,0.87266,2.618
0.77676,0.26604,0,0.87266,2.7925
0.87674,0.12326,0,0.87266,2.9671
1,1.1102e-16,0,0.87266,3.1416
